customerid,gender,age,city,membershiptype,totalspend,itemspurchased,averagerating,discountapplied,dayssincelastpurchase,satisfactionlevel,invoiceno,stockcode,description,quantity,invoicedate,unitprice,country,purchasedate,productcategory,productprice,totalpurchaseamount,paymentmethod,customerage,returns,customername,churn,tenure,preferredlogindevice,citytier,warehousetohome,preferredpaymentmode,hourspendonapp,numberofdeviceregistered,preferedordercat,satisfactionscore,maritalstatus,numberofaddress,complain,orderamounthikefromlastyear,couponused,ordercount,daysincelastorder,cashbackamount,orderid,pricemrp,payment,timestamp,rating,productid,paymenttype,orderstatus,productweightg,productlengthcm,productheightcm,productwidthcm,customercity,customerstate,sellerid,sellercity,sellerstate,paymentinstallments,rowid,orderdate,shipdate,shipmode,segment,countryregion,stateprovince,postalcode,region,category,subcategory,productname,sales,discount,profit
245.0,Female,31.0,New York,Gold,1130.6,15.0,4.5,True,26.0,Satisfied,536382,21832,CHOCOLATE CALCULATOR,12,12/1/2010 9:45,1.65,United Kingdom,3/30/2022 8:22,Home,192.0,1109.0,PayPal,23.0,0.0,Terri Carter,0.0,9.0,Phone,1.0,12.0,Debit Card,2.0,3.0,Mobile,2.0,Divorced,1.0,0.0,11.0,4.0,10.0,11.0,132.1,9b7a3e161d57ce38da97fc1d81a0dee2,349.9,381.88,13-12-2017 10:23,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,aracaju,SE,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,10.0,145.0,3/3/2020,3/8/2020,Standard Class,Corporate,United States,Ohio,43229,East,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,302.45,0.5,-199.617
249.0,Male,32.0,Miami,Silver,680.3,10.0,3.8,True,32.0,Unsatisfied,536382,22798,ANTIQUE GLASS DRESSING TABLE POT,8,12/1/2010 9:45,2.95,United Kingdom,6/30/2022 21:43,Home,451.0,1834.0,PayPal,23.0,0.0,Terri Carter,0.0,10.0,Mobile Phone,3.0,12.0,Credit Card,3.0,3.0,Laptop & Accessory,2.0,Divorced,5.0,0.0,14.0,0.0,1.0,1.0,165.02,61ed1876bd482d2c77e3b085ce949c69,349.9,189.3,18-02-2017 12:23,4.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,campina grande,PB,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,3.0,149.0,3/3/2020,3/8/2020,Standard Class,Home Office,United States,New York,10035,East,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,0.2,9.1785
253.0,Female,43.0,Chicago,Bronze,505.75,10.0,3.3,True,39.0,Unsatisfied,536382,22838,3 TIER CAKE TIN RED AND CREAM,2,12/1/2010 9:45,14.95,United Kingdom,2/6/2023 19:10,Electronics,284.0,402.0,PayPal,57.0,0.0,Alexander Morse,1.0,11.0,Mobile Phone,3.0,13.0,Credit Card,2.0,2.0,Laptop & Accessory,5.0,Married,2.0,1.0,24.0,0.0,7.0,7.0,156.05,893f29ed01af82b34853c1deffe0117f,364.0,380.85,16-08-2018 18:59,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,londrina,PR,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,5.0,153.0,3/3/2020,3/8/2020,Standard Class,Home Office,United States,New York,10035,East,Technology,Phones,PowerGen Dual USB Car Charger,9.99,0.0,4.5954
254.0,Male,30.0,San Francisco,Gold,1470.5,20.0,4.8,False,13.0,Satisfied,536382,22783,SET 3 WICKER OVAL BASKETS W LIDS,4,12/1/2010 9:45,16.95,United Kingdom,6/14/2023 4:11,Books,60.0,1383.0,Credit Card,57.0,1.0,Alexander Morse,1.0,0.0,Computer,1.0,6.0,Debit Card,2.0,3.0,Laptop & Accessory,4.0,Married,2.0,0.0,20.0,0.0,1.0,4.0,163.97,6252e5cc8f9d63d77992527306dc895f,349.9,371.59,3/3/2018 1:40,4.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,dourados,MS,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,2.0,154.0,3/4/2020,3/9/2020,Standard Class,Consumer,United States,Florida,33063,South,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",15.552,0.2,2.3328
257.0,Female,31.0,New York,Gold,1140.6,15.0,4.6,True,27.0,Satisfied,536384,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,12/1/2010 9:53,0.65,United Kingdom,8/26/2021 10:29,Books,137.0,2428.0,Cash,57.0,0.0,Alexander Morse,1.0,15.0,Phone,3.0,6.0,Debit Card,2.0,3.0,Laptop & Accessory,3.0,Divorced,2.0,0.0,25.0,4.0,11.0,6.0,149.07,e1340387000e6eeb71a9a7f65013c9bf,349.9,396.2,7/8/2017 21:13,5.0,6cdd53843498f92890544667809f1595,boleto,delivered,900.0,25.0,12.0,38.0,itabaiana,SE,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,1.0,157.0,3/5/2020,3/8/2020,Second Class,Consumer,United States,New York,10701,East,Office Supplies,Binders,GBC Wire Binding Combs,49.632,0.2,16.7508
258.0,Male,35.0,Los Angeles,Silver,810.9,12.0,4.3,False,13.0,Neutral,536384,22464,HANGING METAL HEART LANTERN,12,12/1/2010 9:53,1.65,United Kingdom,9/4/2022 7:50,Electronics,179.0,676.0,Credit Card,19.0,1.0,Anne Leblanc,0.0,2.0,Computer,3.0,8.0,Debit Card,2.0,3.0,Laptop & Accessory,2.0,Single,2.0,0.0,18.0,0.0,1.0,9.0,145.54,d3cef289324500ecc29f7f0697299919,299.0,317.34,24-11-2017 19:11,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,santo antonio de posse,SP,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,3.0,158.0,3/5/2020,3/8/2020,Second Class,Consumer,United States,New York,10701,East,Office Supplies,Paper,Xerox 1891,97.82,0.0,45.9754
260.0,Male,28.0,San Francisco,Gold,1500.1,21.0,4.9,False,10.0,Satisfied,536384,22457,NATURAL SLATE HEART CHALKBOARD ,12,12/1/2010 9:53,2.95,United Kingdom,6/1/2021 22:42,Electronics,228.0,3988.0,PayPal,19.0,0.0,Anne Leblanc,0.0,0.0,Computer,1.0,17.0,Credit Card,2.0,3.0,Laptop & Accessory,5.0,Divorced,2.0,1.0,13.0,2.0,3.0,3.0,147.41,5145b58a90c0dfab75617173b511a9db,349.9,370.33,25-04-2018 00:27,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,cabo verde,MG,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,8.0,160.0,3/5/2020,3/8/2020,Second Class,Consumer,United States,New York,10701,East,Technology,Accessories,Logitech Wireless Gaming Headset G930,479.97,0.0,177.5889
265.0,Female,42.0,Chicago,Bronze,520.4,9.0,3.5,True,37.0,Unsatisfied,536384,22189,CREAM HEART CARD HOLDER,4,12/1/2010 9:53,3.95,United Kingdom,7/3/2021 11:17,Home,116.0,1422.0,Cash,27.0,0.0,Kyle Smith,0.0,1.0,Phone,1.0,14.0,Debit Card,3.0,3.0,Mobile,2.0,Single,2.0,0.0,21.0,0.0,1.0,2.0,133.1,6bc89d34dacd57b50c7d5c2e0ba6a41f,349.9,369.19,13-04-2017 00:43,5.0,6cdd53843498f92890544667809f1595,credit_card,delivered,900.0,25.0,12.0,38.0,juiz de fora,MG,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,8.0,165.0,3/7/2020,3/8/2020,First Class,Consumer,United States,Washington,98103,West,Office Supplies,Art,Newell 330,17.94,0.0,4.6644
267.0,Male,26.0,Miami,Silver,690.6,12.0,3.9,True,47.0,Unsatisfied,536384,22428,ENAMEL FIRE BUCKET CREAM,6,12/1/2010 9:53,6.95,United Kingdom,5/10/2020 12:58,Electronics,94.0,3764.0,PayPal,27.0,1.0,Kyle Smith,0.0,9.0,Phone,1.0,9.0,COD,1.0,3.0,Laptop & Accessory,4.0,Single,5.0,0.0,12.0,6.0,7.0,7.0,144.85,2d4d53a3344eb5deee068827c495bf51,349.9,369.6,29-01-2018 11:31,5.0,6cdd53843498f92890544667809f1595,boleto,delivered,900.0,25.0,12.0,38.0,imbituba,SC,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,1.0,167.0,3/7/2020,3/12/2020,Standard Class,Corporate,United States,Washington,98103,West,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",204.9,0.0,0.0
273.0,Male,27.0,Miami,Silver,700.4,13.0,4.0,True,53.0,Unsatisfied,536385,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,12/1/2010 9:56,1.25,United Kingdom,6/1/2022 2:03,Electronics,346.0,2165.0,Credit Card,35.0,1.0,Kim Mcdonald,1.0,8.0,Mobile Phone,3.0,22.0,E wallet,3.0,3.0,Fashion,4.0,Divorced,1.0,0.0,15.0,3.0,6.0,9.0,180.2,aa04ef5214580b06b10e2a378300db44,370.0,139.43,27-01-2017 00:30,5.0,9fc063fd34fed29ccc57b7f8e8d03388,credit_card,delivered,750.0,38.0,12.0,25.0,divinopolis,MG,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,5.0,173.0,3/11/2020,3/13/2020,Second Class,Corporate,United States,Kentucky,40475,South,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",146.76,0.0,38.1576
274.0,Female,37.0,Houston,Bronze,430.8,7.0,3.4,False,23.0,Neutral,536385,22168,ORGANISER WOOD ANTIQUE WHITE ,2,12/1/2010 9:56,8.5,United Kingdom,12/4/2022 13:16,Home,255.0,306.0,PayPal,35.0,0.0,Kim Mcdonald,1.0,9.0,Computer,1.0,24.0,Debit Card,2.0,2.0,Mobile Phone,2.0,Divorced,5.0,0.0,18.0,0.0,1.0,0.0,136.88,5d6f7de589fed3156a711dfd607e7f50,370.0,202.95,20-04-2017 14:36,4.0,9fc063fd34fed29ccc57b7f8e8d03388,credit_card,delivered,750.0,38.0,12.0,25.0,caldas do jorro,BA,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,6.0,174.0,3/11/2020,3/15/2020,Standard Class,Consumer,United States,California,95661,West,Office Supplies,Art,Economy #2 Pencils,7.98,0.0,2.0748
275.0,Female,31.0,New York,Gold,1140.6,15.0,4.5,True,27.0,Satisfied,536385,22662,LUNCH BAG DOLLY GIRL DESIGN,10,12/1/2010 9:56,1.65,United Kingdom,1/19/2023 12:39,Home,341.0,4847.0,Cash,37.0,0.0,Joshua Maynard,0.0,24.0,Mobile Phone,1.0,8.0,Credit Card,2.0,5.0,Laptop & Accessory,4.0,Married,6.0,0.0,18.0,0.0,1.0,2.0,154.82,5d6f7de589fed3156a711dfd607e7f50,370.0,191.57,20-04-2017 14:36,4.0,9fc063fd34fed29ccc57b7f8e8d03388,voucher,delivered,750.0,38.0,12.0,25.0,caldas do jorro,BA,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,1.0,175.0,3/11/2020,3/16/2020,Second Class,Consumer,United States,Ohio,43229,East,Office Supplies,Fasteners,Stockwell Push Pins,10.464,0.2,1.7004
277.0,Female,41.0,Chicago,Bronze,480.25,9.0,3.6,True,38.0,Unsatisfied,536386,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,12/1/2010 9:57,1.65,United Kingdom,6/1/2020 9:23,Clothing,499.0,4477.0,Cash,37.0,1.0,Joshua Maynard,0.0,0.0,Mobile Phone,3.0,16.0,Credit Card,3.0,4.0,Mobile Phone,3.0,Single,2.0,0.0,12.0,1.0,1.0,0.0,112.0,b93e5b2672754c089dae937a51136864,370.0,389.43,9/3/2017 9:56,5.0,9fc063fd34fed29ccc57b7f8e8d03388,boleto,delivered,750.0,38.0,12.0,25.0,muriae,MG,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,1.0,177.0,3/11/2020,3/14/2020,Second Class,Consumer,United States,New York,10024,East,Office Supplies,Paper,"Southworth 100% R?sum? Paper, 24lb.",108.92,0.0,49.014
278.0,Male,28.0,San Francisco,Gold,1490.1,21.0,4.9,False,9.0,Satisfied,536386,85099B,JUMBO BAG RED RETROSPOT,100,12/1/2010 9:57,1.65,United Kingdom,4/18/2023 11:01,Books,180.0,4994.0,Cash,37.0,1.0,Joshua Maynard,0.0,1.0,Mobile Phone,1.0,22.0,Credit Card,3.0,2.0,Laptop & Accessory,5.0,Single,1.0,0.0,19.0,0.0,1.0,7.0,156.61,51c68b0aedaa22a0b426f5635ac439b1,370.0,399.44,22-05-2017 10:27,4.0,9fc063fd34fed29ccc57b7f8e8d03388,boleto,delivered,750.0,38.0,12.0,25.0,fortaleza,CE,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,1.0,178.0,3/11/2020,3/13/2020,Second Class,Corporate,United States,Kentucky,40475,South,Technology,Accessories,Maxell DVD-RAM Discs,32.96,0.0,14.1728
279.0,Male,32.0,Miami,Silver,680.3,10.0,3.8,True,32.0,Unsatisfied,536387,79321,CHILLI LIGHTS,192,12/1/2010 9:58,3.82,United Kingdom,7/7/2020 18:53,Home,233.0,3362.0,PayPal,37.0,0.0,Joshua Maynard,0.0,4.0,Mobile Phone,3.0,13.0,COD,3.0,2.0,Laptop & Accessory,2.0,Divorced,5.0,0.0,11.0,3.0,7.0,7.0,169.29,a0bba9f8b36a29b7ee6af6df702b309d,370.0,387.8,5/4/2017 1:11,1.0,9fc063fd34fed29ccc57b7f8e8d03388,credit_card,delivered,750.0,38.0,12.0,25.0,campinas,SP,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,2.0,179.0,3/11/2020,3/13/2020,Second Class,Corporate,United States,Kentucky,40475,South,Technology,Phones,Panasonic KX-TG9471B,587.97,0.0,164.6316
280.0,Female,36.0,Houston,Bronze,470.5,8.0,3.0,False,18.0,Neutral,536387,22780,LIGHT GARLAND BUTTERFILES PINK,192,12/1/2010 9:58,3.37,United Kingdom,2/17/2023 22:16,Home,491.0,1475.0,PayPal,37.0,0.0,Joshua Maynard,0.0,12.0,Mobile Phone,1.0,6.0,Credit Card,2.0,2.0,Fashion,2.0,Married,1.0,0.0,17.0,3.0,3.0,7.0,196.13,c4669e882068cc0ade2697ed2169326e,370.0,394.52,24-01-2017 21:44,1.0,9fc063fd34fed29ccc57b7f8e8d03388,credit_card,delivered,750.0,38.0,12.0,25.0,juazeiro,BA,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,8.0,180.0,3/13/2020,3/18/2020,Second Class,Home Office,Canada,Alberta,T2C,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.14,0.2,102.95
281.0,Female,30.0,New York,Gold,1180.8,16.0,4.7,True,19.0,Satisfied,536387,22779,WOODEN OWLS LIGHT GARLAND ,192,12/1/2010 9:58,3.37,United Kingdom,5/21/2022 11:33,Books,224.0,3440.0,PayPal,37.0,0.0,Joshua Maynard,0.0,9.0,Computer,1.0,30.0,Debit Card,2.0,3.0,Laptop & Accessory,4.0,Divorced,8.0,0.0,15.0,0.0,1.0,8.0,156.74,754e0ef304d14ac589b026c5442c12bd,370.0,398.33,3/5/2017 9:27,1.0,9fc063fd34fed29ccc57b7f8e8d03388,credit_card,delivered,750.0,38.0,12.0,25.0,joao pessoa,PB,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,6.0,181.0,3/13/2020,3/18/2020,Second Class,Home Office,Canada,Alberta,T2C,West,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,0.0,91.77
282.0,Male,34.0,Los Angeles,Silver,790.2,11.0,4.0,False,15.0,Neutral,536387,22466,FAIRY TALE COTTAGE NIGHTLIGHT,432,12/1/2010 9:58,1.45,United Kingdom,6/7/2023 14:18,Books,333.0,4456.0,Credit Card,56.0,1.0,Kathleen Brown,1.0,5.0,Mobile Phone,3.0,13.0,Debit Card,3.0,4.0,Laptop & Accessory,3.0,Divorced,2.0,0.0,14.0,1.0,4.0,8.0,154.84,d2142399ae9975a18c099e642c5e48f9,370.0,398.33,17-04-2017 21:09,2.0,9fc063fd34fed29ccc57b7f8e8d03388,credit_card,delivered,750.0,38.0,12.0,25.0,maceio,AL,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,8.0,182.0,3/14/2020,3/19/2020,Standard Class,Home Office,United States,Virginia,23320,South,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,0.0,284.98
284.0,Male,30.0,San Francisco,Gold,1470.5,20.0,4.8,False,13.0,Satisfied,536388,21754,HOME BUILDING BLOCK WORD,3,12/1/2010 9:59,5.95,United Kingdom,1/22/2020 2:18,Books,139.0,744.0,Credit Card,56.0,0.0,Kathleen Brown,1.0,30.0,Computer,1.0,6.0,Debit Card,2.0,5.0,Laptop & Accessory,3.0,Married,3.0,1.0,13.0,1.0,1.0,2.0,156.6,4e36d0170c671378f49f701a810360ae,370.0,389.43,7/1/2017 13:29,5.0,9fc063fd34fed29ccc57b7f8e8d03388,credit_card,delivered,750.0,38.0,12.0,25.0,sao joao del rei,MG,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,10.0,184.0,3/14/2020,3/19/2020,Standard Class,Consumer,United States,Utah,84321,West,Office Supplies,Binders,GBC Wire Binding Combs,33.088,0.2,11.1672
285.0,Male,27.0,Miami,Silver,710.4,13.0,4.1,True,54.0,Unsatisfied,536388,21755,LOVE BUILDING BLOCK WORD,3,12/1/2010 9:59,5.95,United Kingdom,8/4/2022 4:34,Clothing,28.0,3579.0,Credit Card,56.0,1.0,Kathleen Brown,1.0,4.0,Phone,1.0,11.0,COD,2.0,3.0,Mobile Phone,2.0,Divorced,1.0,1.0,12.0,0.0,1.0,3.0,148.21,570eccb41678dc30af2792b28b86bb45,370.0,398.85,24-04-2017 08:44,5.0,9fc063fd34fed29ccc57b7f8e8d03388,credit_card,delivered,750.0,38.0,12.0,25.0,aquiraz,CE,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,4.0,185.0,3/14/2020,3/19/2020,Standard Class,Consumer,United States,Utah,84321,West,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.048,0.2,20.1656
286.0,Female,37.0,Houston,Bronze,430.8,7.0,3.4,False,23.0,Neutral,536388,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,12/1/2010 9:59,7.95,United Kingdom,2/27/2022 8:07,Electronics,467.0,3142.0,Cash,56.0,0.0,Kathleen Brown,1.0,4.0,Mobile Phone,2.0,8.0,UPI,3.0,4.0,Laptop & Accessory,5.0,Divorced,4.0,0.0,12.0,0.0,1.0,0.0,164.1,1734eb8be40c91938e56f9d245b636a5,370.0,394.52,28-04-2017 23:06,1.0,9fc063fd34fed29ccc57b7f8e8d03388,credit_card,delivered,750.0,38.0,12.0,25.0,tocantinopolis,TO,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,3.0,186.0,3/14/2020,3/18/2020,Standard Class,Home Office,United States,Florida,32216,South,Office Supplies,Paper,Xerox 1887,91.056,0.2,31.8696
287.0,Female,31.0,New York,Gold,1130.6,15.0,4.5,True,26.0,Satisfied,536388,21363,HOME SMALL WOOD LETTERS,3,12/1/2010 9:59,4.95,United Kingdom,1/18/2021 3:27,Electronics,229.0,4086.0,PayPal,56.0,1.0,Kathleen Brown,1.0,18.0,Computer,1.0,13.0,Debit Card,3.0,3.0,Fashion,5.0,Married,2.0,0.0,18.0,5.0,9.0,11.0,152.1,45fdccdd0ebed851dbf707b98ba5fef0,370.0,387.8,17-03-2017 21:48,5.0,9fc063fd34fed29ccc57b7f8e8d03388,credit_card,delivered,750.0,38.0,12.0,25.0,ribeirao preto,SP,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,4.0,187.0,3/14/2020,3/18/2020,Standard Class,Corporate,United States,California,92646,West,Office Supplies,Paper,Xerox 1972,10.56,0.0,4.752
293.0,Female,30.0,New York,Gold,1190.8,16.0,4.5,True,20.0,Satisfied,536388,22969,HOMEMADE JAM SCENTED CANDLES,12,12/1/2010 9:59,1.45,United Kingdom,3/11/2021 11:03,Home,219.0,4129.0,Credit Card,55.0,1.0,Elizabeth Ingram,0.0,15.0,Phone,1.0,14.0,Credit Card,2.0,4.0,Laptop & Accessory,4.0,Divorced,3.0,0.0,15.0,7.0,7.0,7.0,149.41,60fc0b846c9484e0eb377f55ae0b3d7d,31.9,51.31,21-07-2018 08:38,5.0,d1a57f4402dbfe2cb1c271ad0da64311,credit_card,delivered,650.0,22.0,12.0,22.0,alexandra,PR,2ff97219cb8622eaf3cd89b7d9c09824,salto,SP,2.0,193.0,3/15/2020,3/19/2020,Standard Class,Consumer,United States,Florida,33614,South,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,0.2,5.1408
296.0,Male,29.0,San Francisco,Gold,1370.2,18.0,4.7,False,10.0,Satisfied,536388,22469,HEART OF WICKER SMALL,12,12/1/2010 9:59,1.65,United Kingdom,1/22/2020 18:17,Clothing,57.0,3574.0,Credit Card,31.0,1.0,Mrs. Stacy Brown DDS,0.0,0.0,Phone,3.0,8.0,Debit Card,3.0,3.0,Laptop & Accessory,3.0,Single,2.0,1.0,11.0,1.0,1.0,4.0,144.78,5262eaeb971616ffef822379ed91896f,28.9,0.67,8/6/2018 18:51,5.0,d1a57f4402dbfe2cb1c271ad0da64311,credit_card,delivered,650.0,22.0,12.0,22.0,linhares,ES,2ff97219cb8622eaf3cd89b7d9c09824,salto,SP,1.0,196.0,3/15/2020,3/19/2020,Standard Class,Consumer,United States,Florida,33614,South,Office Supplies,Paper,Xerox 1889,131.904,0.2,47.8152
297.0,Male,26.0,Miami,Silver,690.6,12.0,3.9,True,47.0,Unsatisfied,536388,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,12/1/2010 9:59,1.65,United Kingdom,10/18/2020 18:03,Clothing,278.0,4938.0,Cash,31.0,1.0,Mrs. Stacy Brown DDS,0.0,4.0,Mobile Phone,3.0,13.0,E wallet,3.0,3.0,Laptop & Accessory,2.0,Married,5.0,0.0,12.0,0.0,1.0,7.0,175.47,5262eaeb971616ffef822379ed91896f,28.9,47.55,8/6/2018 18:51,5.0,d1a57f4402dbfe2cb1c271ad0da64311,voucher,delivered,650.0,22.0,12.0,22.0,linhares,ES,2ff97219cb8622eaf3cd89b7d9c09824,salto,SP,1.0,197.0,3/15/2020,3/19/2020,Standard Class,Consumer,United States,Florida,33614,South,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,0.2,17.847
298.0,Female,38.0,Houston,Bronze,440.9,8.0,3.2,False,24.0,Neutral,536389,22941,CHRISTMAS LIGHTS 10 REINDEER,6,12/1/2010 10:03,8.5,Australia,6/17/2020 22:06,Electronics,127.0,958.0,Cash,31.0,1.0,Mrs. Stacy Brown DDS,0.0,5.0,Mobile Phone,1.0,8.0,Credit Card,3.0,2.0,Laptop & Accessory,2.0,Single,8.0,0.0,16.0,1.0,1.0,7.0,150.55,609fe250465553b45a01fc8de7109383,28.9,38.41,12/6/2018 19:02,5.0,d1a57f4402dbfe2cb1c271ad0da64311,boleto,delivered,650.0,22.0,12.0,22.0,sao paulo,SP,2ff97219cb8622eaf3cd89b7d9c09824,salto,SP,1.0,198.0,3/16/2020,3/21/2020,Second Class,Home Office,United States,North Carolina,27604,South,Technology,Phones,Polycom VoiceStation 500 Conference?phone,471.92,0.2,29.495
299.0,Female,32.0,New York,Gold,1160.3,14.0,4.4,True,22.0,Satisfied,536389,21622,VINTAGE UNION JACK CUSHION COVER,8,12/1/2010 10:03,4.95,Australia,4/22/2021 10:42,Electronics,91.0,1899.0,Credit Card,31.0,1.0,Mrs. Stacy Brown DDS,0.0,0.0,Phone,1.0,8.0,CC,2.0,5.0,Mobile,2.0,Divorced,6.0,1.0,13.0,2.0,2.0,2.0,134.64,eb20fd7b3bccf8d4f41a18760a129045,29.9,49.3,25-06-2018 18:04,5.0,d1a57f4402dbfe2cb1c271ad0da64311,credit_card,delivered,650.0,22.0,12.0,22.0,brasilia,DF,2ff97219cb8622eaf3cd89b7d9c09824,salto,SP,1.0,199.0,3/17/2020,3/21/2020,Standard Class,Corporate,United States,New York,10024,East,Furniture,Tables,Balt Solid Wood Round Tables,1071.576,0.4,-553.6476
300.0,Male,34.0,Los Angeles,Silver,800.2,11.0,4.1,False,17.0,Neutral,536389,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,12/1/2010 10:03,1.25,Australia,1/21/2023 1:04,Electronics,259.0,3809.0,Credit Card,62.0,0.0,James Roberson,0.0,3.0,Mobile Phone,1.0,34.0,Credit Card,3.0,3.0,Laptop & Accessory,2.0,Divorced,2.0,0.0,13.0,0.0,1.0,9.0,157.75,946f3e7b0d6366f4485b948f11d01ee5,31.9,97.31,9/8/2018 7:25,3.0,d1a57f4402dbfe2cb1c271ad0da64311,credit_card,delivered,650.0,22.0,12.0,22.0,niteroi,RJ,2ff97219cb8622eaf3cd89b7d9c09824,salto,SP,8.0,200.0,3/17/2020,3/21/2020,Standard Class,Corporate,United States,New York,10024,East,Furniture,Tables,Bretford Rectangular Conference Table Tops,1579.746,0.4,-447.5947
301.0,Male,36.0,San Francisco,Gold,1420.8,19.0,4.6,False,11.0,Satisfied,536389,35004C,SET OF 3 COLOURED  FLYING DUCKS,6,12/1/2010 10:03,5.45,Australia,9/27/2021 2:47,Clothing,495.0,3057.0,Cash,62.0,1.0,James Roberson,0.0,4.0,Computer,1.0,13.0,Debit Card,2.0,4.0,Fashion,3.0,Divorced,2.0,0.0,24.0,3.0,8.0,9.0,189.43,1b0e1058a094f333948edf16f4248323,29.9,39.42,9/7/2018 19:51,5.0,d1a57f4402dbfe2cb1c271ad0da64311,credit_card,delivered,650.0,22.0,12.0,22.0,hortolandia,SP,2ff97219cb8622eaf3cd89b7d9c09824,salto,SP,1.0,201.0,3/17/2020,3/21/2020,Standard Class,Corporate,United States,New York,10024,East,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",613.908,0.4,-122.7816
304.0,Male,31.0,New York,Gold,1210.6,17.0,4.8,True,18.0,Satisfied,536389,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,12/1/2010 10:03,5.95,Australia,6/13/2023 7:26,Home,445.0,3218.0,PayPal,62.0,1.0,James Roberson,0.0,6.0,Computer,3.0,16.0,E wallet,2.0,4.0,Laptop & Accessory,2.0,Single,4.0,0.0,14.0,1.0,1.0,1.0,146.82,500aced6001e75a49db10f0ae54f94f1,48.4,66.32,10/8/2017 13:55,5.0,9fe7b856a0ad542b2234c745ffc12409,credit_card,delivered,400.0,24.0,24.0,16.0,sao simao,SP,8bd0e3abda539b9479c4b44a691be1ec,tres de maio,RS,3.0,204.0,3/17/2020,3/17/2020,Same Day,Consumer,United States,Texas,75217,Central,Office Supplies,Art,Newell 333,4.448,0.2,0.3336
